url,length_url,nb_dots,nb_hyphens,nb_slash,nb_qm,nb_eq,nb_at,nb_digits,has_https,suspect_words,label
https://www.amazon.com/update/8823,34,2,0,4,0,0,0,4,1,0,0
http://www.ebay.com/account/4337,32,2,0,4,0,0,0,4,0,0,1
http://www.amazon.com/account/1673,34,2,0,4,0,0,0,4,0,0,0
https://www.amazon.com/verify/8603,34,2,0,4,0,0,0,4,1,1,0
https://www.bank-secure.com/verify/4123,39,2,1,4,0,0,0,4,1,1,0
http://www.ebay.com/verify/9173,31,2,0,4,0,0,0,4,0,1,1
http://www.ebay.com/secure/8643,31,2,0,4,0,0,0,4,0,1,0
http://www.amazon.com/verify/6987,33,2,0,4,0,0,0,4,0,1,1
https://www.bank-secure.com/account/1021,40,2,1,4,0,0,0,4,1,1,0
https://www.bank-secure.com/update/4825,39,2,1,4,0,0,0,4,1,1,1
http://www.amazon.com/account/9594,34,2,0,4,0,0,0,4,0,0,1
http://www.paypal.com/account/8341,34,2,0,4,0,0,0,4,0,0,1
https://www.google.com/login/1984,33,2,0,4,0,0,0,4,1,0,1
http://www.facebook.com/secure/2502,35,2,0,4,0,0,0,4,0,1,0
http://www.facebook.com/home/6623,33,2,0,4,0,0,0,4,0,0,0
https://www.google.com/update/3704,34,2,0,4,0,0,0,4,1,0,1
https://www.bank-secure.com/verify/9683,39,2,1,4,0,0,0,4,1,1,1
http://www.ebay.com/secure/3603,31,2,0,4,0,0,0,4,0,1,1
http://www.facebook.com/update/1585,35,2,0,4,0,0,0,4,0,0,1
http://www.amazon.com/home/4159,31,2,0,4,0,0,0,4,0,0,1
http://www.paypal.com/home/6678,31,2,0,4,0,0,0,4,0,0,1
https://www.paypal.com/login/9906,33,2,0,4,0,0,0,4,1,0,1
https://www.facebook.com/account/3321,37,2,0,4,0,0,0,4,1,0,1
http://www.google.com/update/3355,33,2,0,4,0,0,0,4,0,0,0
https://www.ebay.com/home/8100,30,2,0,4,0,0,0,4,1,0,1
https://www.ebay.com/update/1062,32,2,0,4,0,0,0,4,1,0,1
http://www.ebay.com/verify/4479,31,2,0,4,0,0,0,4,0,1,0
https://www.bank-secure.com/secure/6129,39,2,1,4,0,0,0,4,1,1,0
https://www.facebook.com/secure/9479,36,2,0,4,0,0,0,4,1,1,1
http://www.ebay.com/account/5691,32,2,0,4,0,0,0,4,0,0,0
https://www.ebay.com/home/6498,30,2,0,4,0,0,0,4,1,0,1
http://www.ebay.com/login/3190,30,2,0,4,0,0,0,4,0,0,0
http://www.bank-secure.com/home/8465,36,2,1,4,0,0,0,4,0,1,1
https://www.google.com/login/5108,33,2,0,4,0,0,0,4,1,0,0
https://www.amazon.com/account/5116,35,2,0,4,0,0,0,4,1,0,1
https://www.amazon.com/update/1927,34,2,0,4,0,0,0,4,1,0,0
https://www.bank-secure.com/secure/8828,39,2,1,4,0,0,0,4,1,1,1
https://www.paypal.com/account/7305,35,2,0,4,0,0,0,4,1,0,1
https://www.facebook.com/verify/5079,36,2,0,4,0,0,0,4,1,1,1
http://www.facebook.com/verify/1373,35,2,0,4,0,0,0,4,0,1,1
http://www.google.com/verify/3012,33,2,0,4,0,0,0,4,0,1,1
http://www.google.com/login/2815,32,2,0,4,0,0,0,4,0,0,1
http://www.facebook.com/login/9107,34,2,0,4,0,0,0,4,0,0,0
http://www.paypal.com/verify/3831,33,2,0,4,0,0,0,4,0,1,0
http://www.facebook.com/verify/6547,35,2,0,4,0,0,0,4,0,1,0
http://www.ebay.com/secure/3882,31,2,0,4,0,0,0,4,0,1,0
https://www.bank-secure.com/secure/7515,39,2,1,4,0,0,0,4,1,1,1
http://www.ebay.com/home/1805,29,2,0,4,0,0,0,4,0,0,1
https://www.ebay.com/login/2402,31,2,0,4,0,0,0,4,1,0,0
http://www.bank-secure.com/home/6997,36,2,1,4,0,0,0,4,0,1,1
https://www.ebay.com/secure/5607,32,2,0,4,0,0,0,4,1,1,0
https://www.paypal.com/secure/8634,34,2,0,4,0,0,0,4,1,1,0
https://www.ebay.com/home/9137,30,2,0,4,0,0,0,4,1,0,1
http://www.amazon.com/verify/1725,33,2,0,4,0,0,0,4,0,1,1
http://www.amazon.com/secure/7702,33,2,0,4,0,0,0,4,0,1,1
http://www.ebay.com/secure/7513,31,2,0,4,0,0,0,4,0,1,0
http://www.ebay.com/home/4328,29,2,0,4,0,0,0,4,0,0,1
https://www.paypal.com/update/9256,34,2,0,4,0,0,0,4,1,0,0
http://www.amazon.com/home/6475,31,2,0,4,0,0,0,4,0,0,0
http://www.google.com/update/7526,33,2,0,4,0,0,0,4,0,0,1
http://www.facebook.com/login/7204,34,2,0,4,0,0,0,4,0,0,0
https://www.amazon.com/home/4446,32,2,0,4,0,0,0,4,1,0,0
http://www.facebook.com/home/3069,33,2,0,4,0,0,0,4,0,0,1
http://www.facebook.com/verify/5908,35,2,0,4,0,0,0,4,0,1,0
https://www.ebay.com/verify/6628,32,2,0,4,0,0,0,4,1,1,1
https://www.bank-secure.com/home/7459,37,2,1,4,0,0,0,4,1,1,1
http://www.ebay.com/account/2569,32,2,0,4,0,0,0,4,0,0,1
https://www.facebook.com/secure/3554,36,2,0,4,0,0,0,4,1,1,1
https://www.ebay.com/account/1063,33,2,0,4,0,0,0,4,1,0,1
http://www.amazon.com/login/1167,32,2,0,4,0,0,0,4,0,0,1
https://www.bank-secure.com/secure/6115,39,2,1,4,0,0,0,4,1,1,1
http://www.facebook.com/home/8052,33,2,0,4,0,0,0,4,0,0,0
https://www.bank-secure.com/account/9646,40,2,1,4,0,0,0,4,1,1,0
http://www.bank-secure.com/login/4446,37,2,1,4,0,0,0,4,0,1,1
https://www.bank-secure.com/update/4715,39,2,1,4,0,0,0,4,1,1,0
http://www.google.com/secure/2697,33,2,0,4,0,0,0,4,0,1,0
http://www.google.com/account/5309,34,2,0,4,0,0,0,4,0,0,1
http://www.bank-secure.com/home/9936,36,2,1,4,0,0,0,4,0,1,0
http://www.paypal.com/verify/9572,33,2,0,4,0,0,0,4,0,1,1
https://www.paypal.com/home/6455,32,2,0,4,0,0,0,4,1,0,0
https://www.ebay.com/login/2693,31,2,0,4,0,0,0,4,1,0,0
http://www.google.com/update/6962,33,2,0,4,0,0,0,4,0,0,0
https://www.paypal.com/update/5760,34,2,0,4,0,0,0,4,1,0,1
http://www.ebay.com/home/2896,29,2,0,4,0,0,0,4,0,0,1
http://www.google.com/login/6289,32,2,0,4,0,0,0,4,0,0,1
http://www.amazon.com/verify/9930,33,2,0,4,0,0,0,4,0,1,1
http://www.google.com/update/4498,33,2,0,4,0,0,0,4,0,0,0
https://www.facebook.com/secure/9829,36,2,0,4,0,0,0,4,1,1,1
http://www.google.com/home/4936,31,2,0,4,0,0,0,4,0,0,1
https://www.ebay.com/home/6816,30,2,0,4,0,0,0,4,1,0,1
http://www.amazon.com/account/7352,34,2,0,4,0,0,0,4,0,0,1
https://www.paypal.com/account/1372,35,2,0,4,0,0,0,4,1,0,1
https://www.amazon.com/home/8342,32,2,0,4,0,0,0,4,1,0,1
https://www.bank-secure.com/verify/2366,39,2,1,4,0,0,0,4,1,1,1
http://www.paypal.com/update/1240,33,2,0,4,0,0,0,4,0,0,1
http://www.amazon.com/verify/5958,33,2,0,4,0,0,0,4,0,1,0
http://www.amazon.com/secure/8554,33,2,0,4,0,0,0,4,0,1,0
http://www.google.com/secure/9026,33,2,0,4,0,0,0,4,0,1,0
http://www.facebook.com/secure/1774,35,2,0,4,0,0,0,4,0,1,0
https://www.ebay.com/secure/1535,32,2,0,4,0,0,0,4,1,1,0
http://www.amazon.com/login/3981,32,2,0,4,0,0,0,4,0,0,1
http://www.bank-secure.com/update/8056,38,2,1,4,0,0,0,4,0,1,1
http://www.google.com/secure/9704,33,2,0,4,0,0,0,4,0,1,0
http://www.google.com/update/6659,33,2,0,4,0,0,0,4,0,0,0
https://www.facebook.com/home/1651,34,2,0,4,0,0,0,4,1,0,0
https://www.paypal.com/login/3376,33,2,0,4,0,0,0,4,1,0,0
http://www.bank-secure.com/update/9027,38,2,1,4,0,0,0,4,0,1,1
https://www.google.com/home/1017,32,2,0,4,0,0,0,4,1,0,0
https://www.facebook.com/secure/6685,36,2,0,4,0,0,0,4,1,1,1
https://www.ebay.com/account/7690,33,2,0,4,0,0,0,4,1,0,1
http://www.facebook.com/verify/2031,35,2,0,4,0,0,0,4,0,1,0
http://www.ebay.com/secure/5263,31,2,0,4,0,0,0,4,0,1,1
https://www.facebook.com/home/9901,34,2,0,4,0,0,0,4,1,0,0
https://www.paypal.com/account/6495,35,2,0,4,0,0,0,4,1,0,1
https://www.paypal.com/home/4332,32,2,0,4,0,0,0,4,1,0,1
http://www.paypal.com/home/1229,31,2,0,4,0,0,0,4,0,0,1
http://www.ebay.com/home/5814,29,2,0,4,0,0,0,4,0,0,1
http://www.google.com/secure/1543,33,2,0,4,0,0,0,4,0,1,1
http://www.facebook.com/account/4143,36,2,0,4,0,0,0,4,0,0,1
https://www.ebay.com/verify/9748,32,2,0,4,0,0,0,4,1,1,0
https://www.amazon.com/update/8430,34,2,0,4,0,0,0,4,1,0,1
https://www.google.com/account/5014,35,2,0,4,0,0,0,4,1,0,0
https://www.ebay.com/login/6225,31,2,0,4,0,0,0,4,1,0,1
http://www.amazon.com/account/4474,34,2,0,4,0,0,0,4,0,0,0
http://www.amazon.com/home/6019,31,2,0,4,0,0,0,4,0,0,0
http://www.facebook.com/account/9690,36,2,0,4,0,0,0,4,0,0,1
http://www.bank-secure.com/account/2469,39,2,1,4,0,0,0,4,0,1,1
https://www.facebook.com/secure/9421,36,2,0,4,0,0,0,4,1,1,0
https://www.bank-secure.com/home/2849,37,2,1,4,0,0,0,4,1,1,1
https://www.amazon.com/verify/8515,34,2,0,4,0,0,0,4,1,1,0
https://www.paypal.com/verify/7172,34,2,0,4,0,0,0,4,1,1,0
https://www.paypal.com/login/3742,33,2,0,4,0,0,0,4,1,0,1
https://www.amazon.com/secure/5281,34,2,0,4,0,0,0,4,1,1,1
https://www.paypal.com/account/3168,35,2,0,4,0,0,0,4,1,0,0
https://www.bank-secure.com/verify/8102,39,2,1,4,0,0,0,4,1,1,1
http://www.paypal.com/verify/4174,33,2,0,4,0,0,0,4,0,1,1
https://www.ebay.com/verify/4640,32,2,0,4,0,0,0,4,1,1,1
https://www.amazon.com/secure/2084,34,2,0,4,0,0,0,4,1,1,0
https://www.facebook.com/update/1365,36,2,0,4,0,0,0,4,1,0,0
https://www.bank-secure.com/verify/6319,39,2,1,4,0,0,0,4,1,1,1
https://www.google.com/account/4922,35,2,0,4,0,0,0,4,1,0,0
http://www.ebay.com/login/4321,30,2,0,4,0,0,0,4,0,0,0
http://www.paypal.com/home/9698,31,2,0,4,0,0,0,4,0,0,0
http://www.facebook.com/verify/6001,35,2,0,4,0,0,0,4,0,1,0
https://www.amazon.com/verify/5193,34,2,0,4,0,0,0,4,1,1,1
http://www.ebay.com/login/5033,30,2,0,4,0,0,0,4,0,0,0
http://www.ebay.com/verify/1633,31,2,0,4,0,0,0,4,0,1,0
https://www.ebay.com/login/5947,31,2,0,4,0,0,0,4,1,0,0
https://www.google.com/login/6359,33,2,0,4,0,0,0,4,1,0,1
https://www.google.com/update/2201,34,2,0,4,0,0,0,4,1,0,1
https://www.paypal.com/verify/9062,34,2,0,4,0,0,0,4,1,1,1
https://www.google.com/login/8623,33,2,0,4,0,0,0,4,1,0,1
